estabelecimento_cnpj,estabelecimento_nome,contrato_id,contrato_numero,data_inicio,data_fim,ur_id,client_id,merchant_id,credenciadora,bandeira,data_contrato,data_liquidacao_esperada,data_liquidacao_efetiva,tipo_evento,valor_ur_original,valor_ur_atual,valor_esperado,valor_liquidado,valor_chargeback,eh_futuro,chargeback_data,chargeback_motivo
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000048,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Elo,2025-11-28,2026-05-04,2026-05-04,UR_PREVISTA,776.81,692.06,776.81,0,84.75,True,2026-05-04,Contestação
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000049,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Hipercard,2025-11-28,2026-04-23,2026-04-23,UR_PREVISTA,2403.48,2403.48,2403.48,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000050,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Elo,2025-11-28,2026-04-04,2026-04-04,UR_PREVISTA,1017.28,1017.28,1017.28,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000051,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Hipercard,2025-11-28,2025-12-15,2025-12-15,LIQUIDACAO_TOTAL,2569.19,2569.19,2569.19,2569.19,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000052,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Hipercard,2025-11-28,2025-12-16,2025-12-16,LIQUIDACAO_TOTAL,2321.51,2321.51,2321.51,2321.51,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000053,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Hipercard,2025-11-28,2025-12-11,2025-12-11,LIQUIDACAO_TOTAL,2774.82,2774.82,2774.82,2774.82,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000054,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Hipercard,2025-11-28,2026-01-02,2026-01-02,LIQUIDACAO_TOTAL,1544.32,1544.32,1544.32,1544.32,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000055,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Visa,2025-11-28,2026-05-26,2026-05-26,UR_PREVISTA,1416.65,1416.65,1416.65,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000056,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Visa,2025-11-28,2026-01-15,2026-01-15,LIQUIDACAO_TOTAL,1545.27,1545.27,1545.27,1545.27,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000057,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Visa,2025-11-28,2026-03-27,2026-03-27,UR_PREVISTA,975.22,911.5,975.22,0,63.72,True,2026-03-27,Contestação
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000058,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Visa,2025-11-28,2025-12-30,2025-12-30,LIQUIDACAO_TOTAL,2137.96,2137.96,2137.96,2137.96,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000059,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Visa,2025-11-28,2026-01-04,2026-01-04,LIQUIDACAO_TOTAL,2371.23,2371.23,2371.23,2371.23,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000060,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Elo,2025-11-28,2026-05-19,2026-05-19,UR_PREVISTA,757.92,757.92,757.92,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000061,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Elo,2025-11-28,2025-12-27,2025-12-27,LIQUIDACAO_TOTAL,994.18,994.18,994.18,994.18,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000062,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Mastercard,2025-11-28,2026-04-27,2026-04-27,UR_PREVISTA,1954.62,1954.62,1954.62,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000063,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Hipercard,2025-11-28,2025-12-29,2025-12-29,LIQUIDACAO_TOTAL,2178.9,2178.9,2178.9,2178.9,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000064,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Visa,2025-11-28,2026-01-04,2026-01-04,LIQUIDACAO_TOTAL,1011.52,1011.52,1011.52,1011.52,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000065,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Hipercard,2025-11-28,2026-01-14,2026-01-14,LIQUIDACAO_TOTAL,1310.08,1310.08,1310.08,1310.08,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000066,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Visa,2025-11-28,2026-04-02,2026-04-02,UR_PREVISTA,2193.34,2193.34,2193.34,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000067,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Hipercard,2025-11-28,2025-12-09,2025-12-09,LIQUIDACAO_TOTAL,1494.9,1494.9,1494.9,1494.9,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000068,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Mastercard,2025-11-28,2026-03-28,2026-03-28,UR_PREVISTA,686.21,593.39,686.21,0,92.82,True,2026-03-28,Contestação
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000069,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Visa,2025-11-28,2025-12-20,2025-12-20,LIQUIDACAO_TOTAL,1507.11,1507.11,1507.11,1507.11,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000070,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Hipercard,2025-11-28,2025-12-20,2025-12-20,LIQUIDACAO_TOTAL,1845.36,1845.36,1845.36,1845.36,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000071,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Visa,2025-11-28,2026-01-22,2026-01-22,LIQUIDACAO_TOTAL,2528.1,2528.1,2528.1,2528.1,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000072,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Elo,2025-11-28,2025-12-18,2025-12-18,LIQUIDACAO_TOTAL,1918.57,1918.57,1918.57,1918.57,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000073,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Visa,2025-11-28,2025-12-18,2025-12-18,LIQUIDACAO_TOTAL,2667.51,2667.51,2667.51,2667.51,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000074,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Elo,2025-11-28,2025-12-17,2025-12-17,LIQUIDACAO_TOTAL,1480.65,1480.65,1480.65,1480.65,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000075,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Mastercard,2025-11-28,2026-05-25,2026-05-25,UR_PREVISTA,1501.74,1501.74,1501.74,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000076,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Hipercard,2025-11-28,2026-01-04,2026-01-04,LIQUIDACAO_TOTAL,2321.95,2321.95,2321.95,2321.95,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000077,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Elo,2025-11-28,2026-01-23,2026-01-23,LIQUIDACAO_TOTAL,1535.26,1535.26,1535.26,1535.26,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000078,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Elo,2025-11-28,2025-12-25,2025-12-25,LIQUIDACAO_TOTAL,2395.43,2395.43,2395.43,2395.43,0,False,,
